FA_meta_ID,FA_type,FA_medium,FA_agar_liquid,FA_temp,FA_time,FA_pH,FA_oxygen,FA_cond,FA_soft,FA_lib,FA_system,FA_instrument,FA_method,FA_cutoff,last_change
624,whole cell analysis,Trypticase soy agar,agar,28,2,,,,Sherlock 6.2,TSBA6,MIS MIDI,Agilent 6890 N gas chromatograph,"Sasser, 1990",,2019-01-29 09:47:51
625,whole cell analysis,modified Benett´s agar (acidified),agar,30,,5.5,,,Sherlock 6.1,RTSBA6,MIS MIDI,Hewlett Packard 7890 gas chromatograph,,,2019-01-29 09:47:51
626,whole cell analysis,Trypticase soy agar,agar,28,1,,,,Sherlock 6.2,TSBA6,MIS MIDI,,,1.0,2019-01-29 09:47:51
627,whole cell analysis,Tryptose soy broth,liquid,28,3,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
628,whole cell analysis,Marine broth 2216E,liquid,28,3,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",0.5,2019-01-29 09:47:51
629,whole cell analysis,"de Man, Rogosa and Sharpe (MRS) broth",liquid,30,5,,,,Sherlock 6.0,TSBA6,MIS MIDI,,,0.5,2019-01-29 09:47:51
630,whole cell analysis,"de Man, Rogosa and Sharpe (MRS) broth",liquid,30,5,,,,Sherlock 6.0,TSBA6,MIS MIDI,,,0.5,2019-01-29 09:47:51
631,whole cell analysis,Marine broth 2216E,liquid,28,2,,,,Sherlock 6.1,TSBA40,MIS MIDI,Agilent 6890 N gas chromatograph,,0.5,2019-01-29 09:47:51
632,whole cell analysis,Marine agar 2216,agar,30,,,,,Sherlock 6.2B,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
633,whole cell analysis,Tryptic soy broth,liquid,28,,,,,Sherlock 6.0,ACTIN1,MIS MIDI,,,,2019-01-29 09:47:51
634,whole cell analysis,Tryptic soy agar,agar,28,4,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
635,whole cell analysis,Tryptone soya agar,agar,30,3,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
636,whole cell analysis,Nutrient agar,agar,30,2,,,,Sherlock 6.0,RTSBA6,MIS MIDI,Agilent 7890A gas chromatograph,,1.0,2019-01-29 09:47:51
637,whole cell analysis,R2A agar,agar,28,,,,,Sherlock 5.0,TSBA 5.0,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
638,whole cell analysis,Marine borth 2216,liquid,30,,,,,Sherlock 6.0B,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",0.5,2019-01-29 09:47:51
639,whole cell analysis,Marine agar 2216,agar,25,,,,,Sherlock 6.2B,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
640,whole cell analysis,Marine broth,liquid,30,,,,,Sherlock 6.0B,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",,2019-01-29 09:47:51
641,whole cell analysis,R2A agar,agar,30,2,,,,Sherlock 6.0,TSBA6,MIS MIDI,Hewlett Packard 6890 N gas chromatograph,"Sasser, 1990",,2019-01-29 09:47:51
642,whole cell analysis,Nutrient agar,agar,28,7,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
643,whole cell analysis,modified-yeast extract-mannitol agar,agar,28,7,,,,Sherlock 6.0,TSBA6,MIS MIDI,Agilent 6850 gas chromatograph,,,2019-01-29 09:47:51
644,whole cell analysis,R2A agar,agar,25,3,,,,Sherlock 6.0,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,,1.0,2019-01-29 09:47:51
645,whole cell analysis,Stabdard I medium,liquid,30,,,,,Sherlock 6.1,TSBA6.1,MIS MIDI,Agilent 6890 N gas chromatograph,,,2019-01-29 09:47:51
646,whole cell analysis,Marine agar 2216,agar,30,2,,,,Sherlock 6.0,RTSBA6,MIS MIDI,Agilent 7890A gas chromatogrpah,"Sasser, 1990",,2019-01-29 09:47:51
647,whole cell analysis,R2A agar,agar,20,,,,,Sherlock 6.0,TSBA6,MIS MIDI,Agilent 6890N gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
648,whole cell analysis,Peptone yeast glucose agar,agar,25,3,,,,Sherlock 6.0,TSBA6,MIS MIDI,Agilent 6890 gas chromatograph,"Sasser, 1990",,2019-01-29 09:47:51
649,whole cell analysis,Peptone yeast glucose agar,agar,25,3,,,,Sherlock 6.0,TSBA6,MIS MIDI,Agilent 6890 gas chromatograph,"Sasser, 1990",,2019-01-29 09:47:51
650,whole cell analysis,R2A agar,agar,28,,,,,Sherlock 6.1,TSBA40 4.10,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",0.5,2019-01-29 09:47:51
651,whole cell analysis,Marine agar 2216,agar,25,,,,,Sherlock 6.1,RTSBA6 6.10,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
652,whole cell analysis,Marine agar 2216,agar,28,,,,,Sherlock 6.0,TSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
653,whole cell analysis,ISP 2 medium,liquid,30,7,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
654,whole cell analysis,Trypticase soy agar,agar,28,3,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
655,whole cell analysis,tryptic soy agar,agar,37,,,,,Sherlock 6.1,TSBA6,MIS MIDI,,,,2019-01-29 09:47:51
656,whole cell analysis,Tryptic soy broth agar,agar,28,,,,,Sherlock 4.5,TSBA40 4.10,MIS MIDI,,"Sasser, 1990",0.5,2019-01-29 09:47:51
657,whole cell analysis,Tryptic soy agar,agar,28,,,,,Sherlock 4.5,TSBA4.1,MIS MIDI,Hewlett Packard 6890 gas chromatograph,,1.0,2019-01-29 09:47:51
658,whole cell analysis,Marine agar 2216,agar,30,3,,,,Sherlock 6.2,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
659,whole cell analysis,Marine agar 2216,agar,30,,,,,Sherlock 6.2B,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
660,whole cell analysis,R2A agar,agar,50,3,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
661,whole cell analysis,Marine agar 2216,agar,30,5,,,,Sherlock 6.2,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",0.5,2019-01-29 09:47:51
662,whole cell analysis,Marine agar 2216,agar,28,2,,,,Sherlock 6.1,RTSBA6 6.10,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
663,whole cell analysis,Marine agar 2216,agar,20,2,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",0.5,2019-01-29 09:47:51
664,whole cell analysis,R2A agar,agar,28,,,,,Sherlock 6.1,TSBA6.1,MIS MIDI,,,1.0,2019-01-29 09:47:51
665,whole cell analysis,Tryptic soy agar,agar,28,3,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
666,whole cell analysis,Tryptic soy agar,agar,28,2,,,,Sherlock 6.0,ACTINO,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
667,whole cell analysis,Tryptone soy agar,agar,28,2,,,,Sherlock 6.08,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",,2019-01-29 09:47:51
668,whole cell analysis,Nutrient agar,agar,28,2,,,,Sherlock 6.0,TSBA60,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
669,whole cell analysis,R2A agar,agar,28,2,,,,Sherlock 6.0B,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
670,whole cell analysis,Trypticase soy broth agar,agar,28,1,,,,Sherlock 6.0B,RTSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
671,whole cell analysis,Nutrient agar,agar,30,2,,,,Sherlock 6.2,TSBA6,MIS MIDI,Agilent 6890 gas chromatograph,"Sasser, 1990",0.5,2019-01-29 09:47:51
672,whole cell analysis,Marine agar 2216,agar,30,,,,,Sherlock 6.2B,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",0.5,2019-01-29 09:47:51
673,whole cell analysis,Marine agar 2216,agar,30,,,,,Sherlock 6.2B,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",,2019-01-29 09:47:51
674,whole cell analysis,Tryptone soy agar,agar,28,2,,,,Sherlock 2.11,TSBA4.1,MIS MIDI,Hewlett Packard 6890 gas chromatograph,Kämpfer & Kroppenstedt 1996,,2019-01-29 09:47:51
675,whole cell analysis,Marine agar 2216,agar,30,3,,,,Sherlock 6.0,TSBA6,MIS MIDI,Agilent 6890N gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
676,whole cell analysis,Marine agar 2216,agar,30,,,,,Sherlock 6.2B,TSBA6,MIS MIDI,Hewlett Packard 6890 gas chromatograph,"Sasser, 1990",1.0,2019-01-29 09:47:51
677,whole cell analysis,Bennett´s broth,liquid,50,3,,,,Sherlock 2.11,MI7H10 3.8,MIS MIDI,,,1.0,2019-01-29 09:47:51
678,whole cell analysis,ISP 4 medium,liquid,37,15,,,,Sherlock 6.1,RTSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
679,whole cell analysis,alkaline medium,liquid,30,,,,,Sherlock 6.0,RTSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
680,whole cell analysis,All culture agar,agar,37,2,,,,Sherlock 5.0,TSBA50,MIS MIDI,Agilent 6890N gas chromatograph,,,2019-01-29 09:47:51
681,whole cell analysis,Marine agar 2216,agar,20,3,,,,Sherlock 6.2,TSBA6,MIS MIDI,Agilent 6890 gas chromatograph,"Sasser, 1990",0.5,2019-01-29 09:47:51
682,whole cell analysis,R2A agar,agar,30,3,,,,Sherlock 6.1,RTSBA6,MIS MIDI,,,1.0,2019-01-29 09:47:51
683,whole cell analysis,DSM 92 agar,agar,37,2,,,,Sherlock 6.1,TSBA6,MIS MIDI,,,,2019-01-29 09:47:51
684,whole cell analysis,TSA,,30,48,,,,,TSBA6,MIS MIDI,model 6890;Hewlett Packard,"Sasser, 1990",1.0,2019-01-29 09:47:51
685,whole cell analysis,solid marine agar,agar,25,2,,,,Sherlock 6.2,,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
686,whole cell analysis,marine agar 2216/marine broth 2216,,25,3,,,,Sherlock 6.0,TSBA6,MIS MIDI,,,1.0,2019-01-29 09:47:51
687,whole cell analysis,marine agar 2216/marine broth 2216,,25,3,,,,Sherlock 6.0,TSBA6,MIS MIDI,,,1.0,2019-01-29 09:47:51
688,whole cell analysis,yeast mannitol,agar,28,3,,,,,RTSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
689,whole cell analysis,,,,,,,,,,MIS MIDI,,,,2019-01-29 09:47:51
690,whole cell analysis,,,,,,aerobic,,,,MIS MIDI,,,,2019-01-29 09:47:51
691,whole cell analysis,R2A,liquid,30,,,,,,,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
692,whole cell analysis,,,,,,,,,,MIS MIDI,,"Sasser, 1990",2.0,2019-01-29 09:47:51
693,whole cell analysis,Columbia agar with 5 % de?brinated sheep blood,,25,2,,,,,,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
694,whole cell analysis,Columbia agar with 5 % de?brinated sheep blood,,25,2,,,,,,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
695,whole cell analysis,marine agar,agar,25,1,,,,,,MIS MIDI,,,,2019-01-29 09:47:51
696,whole cell analysis,trypticase soy broth,agar,37,2,,,,Sherlock 6.1,,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
697,whole cell analysis,Basic Propionate,,,,,,,,,MIS MIDI,,Miller 1982,,2019-01-29 09:47:51
698,whole cell analysis,marine agar 2216,agar,30,3,,,,Sherlock 3.10,TSBA50,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
699,whole cell analysis,Reasoners 2A agar,agar,25,,,,,Sherlock 6.1,RTSBA6,MIS MIDI,,"Minnikin, 1984",1.0,2019-01-29 09:47:51
700,whole cell analysis,marine agar 2216,,30,3,,,,Sherlock 6.2,TSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
701,whole cell analysis,Horikoshi alkaline,agar,30,2,,,,,,MIS MIDI,,"Stead & Sellwood, 1992",1.0,2019-01-29 09:47:51
702,whole cell analysis,Horikoshi alkaline medium,agar,30,2,,,,,,MIS MIDI,,"Stead & Sellwood, 1992",1.0,2019-01-29 09:47:51
703,whole cell analysis,,,,,,,,Sherlock 6.1,TSBA6.1,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
704,whole cell analysis,ISP 2 broth,liquid,28,5,,,cultivation in ISP 2 broth for 5 days in shake flasks,,,MIS MIDI,,Xiang et al. 2011,,2019-01-29 09:47:51
705,whole cell analysis,marine broth,,28,3,,,,Sherlock 6.0B,TSBA 6.0,MIS MIDI,,,1.0,2019-01-29 09:47:51
706,whole cell analysis,marine agar,agar,28,2,,,,Sherlock 6B,,MIS MIDI,,,1.0,2019-01-29 09:47:51
707,whole cell analysis,ISP 2 broth,liquid,28,5,,,shake flasks,,,MIS MIDI,,Xiang et al. 2011,1.0,2019-01-29 09:47:51
708,whole cell analysis,,,,,,,,Sherlock 6.0,,MIS MIDI,,,,2019-01-29 09:47:51
709,whole cell analysis,MB,,28,,,,,Sherlock 6.1,,MIS MIDI,,,,2019-01-29 09:47:51
710,whole cell analysis,TSA,agar,25,6,,,,,,MIS MIDI,,,1.0,2019-01-29 09:47:51
711,whole cell analysis,,,30,,,,,Sherlock 6.1,RTSBA6 6.10,MIS MIDI,,,,2019-01-29 09:47:51
712,whole cell analysis,R2A,agar,28,3,,,,Sherlock 6.0B,TSBA6,MIS MIDI,,"Sasser, 1990",0.2,2019-01-29 09:47:51
713,whole cell analysis,R2A agar,,25,2,,,,Sherlock 6.0,TSBA6,MIS MIDI,,"Sasser, 2006",1.0,2019-01-29 09:47:51
714,whole cell analysis,R2A,,28,2,,,,,TSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
715,whole cell analysis,R2A,,25,2,,,,Sherlock 6.0,RTSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
716,whole cell analysis,TSBA,,28,1,,,,,TSBA 5.0,MIS MIDI,,,,2019-01-29 09:47:51
717,whole cell analysis,TSBA,,28,1,,,,,TSBA 5.0,MIS MIDI,,,,2019-01-29 09:47:51
718,whole cell analysis,YMA,,28,1,,,,,TSBA 5.0,MIS MIDI,,,,2019-01-29 09:47:51
719,whole cell analysis,YMA,,28,1,,,,,TSBA 5.0,MIS MIDI,,,,2019-01-29 09:47:51
720,whole cell analysis,YMA,,28,1,,,,,TSBA 5.0,MIS MIDI,,,,2019-01-29 09:47:51
721,whole cell analysis,trypticase soy agar,,,1,,,,,TSBA60,MIS MIDI,,,,2019-01-29 09:47:51
722,whole cell analysis,modified TYS agar,,15,7,,,,,TSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
723,whole cell analysis,marine agar 2216,,28,2,,,,,TSBA 6.0,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
724,whole cell analysis,modified GAM,,37,2,,,,,TSBA 6.2,MIS MIDI,,,1.0,2019-01-29 09:47:51
725,whole cell analysis,TSA (Difco),,28,10,,,,,TSBA40,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
726,whole cell analysis,TSA,,30,2,,,,,TSBA 6.0,MIS MIDI,,,,2019-01-29 09:47:51
727,whole cell analysis,R2A,,,,,,,,TSBA6.1,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
728,whole cell analysis,NA,,30,1,,,,,TSBA6.1,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
729,whole cell analysis,1:10 HD medium,,28,14,4.5,,,,TSBA6.1,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
730,whole cell analysis,modified TSBA,,30,21,10,,,,TSBA40,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
731,whole cell analysis,MA,,28,2,,,,,TSBA 6.0,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
732,whole cell analysis,Vero E6,,37,7,,,,,ANAER6,MIS MIDI,,,,2019-01-29 09:47:51
733,whole cell analysis,R2A,,20,,,,,,TSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
734,whole cell analysis,R2A,,25,,,,,,RTSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
735,whole cell analysis,MA,,,2,,,,,TSBA6,MIS MIDI,,,1.0,2019-01-29 09:47:51
736,whole cell analysis,R2A,,30,2,,,,,TSBA60,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
737,whole cell analysis,R2A,,30,2,,,,,TSBA60,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
738,whole cell analysis,TSA,,30,2,,,,,TSBA 6.0,MIS MIDI,,,0.2,2019-01-29 09:47:51
739,whole cell analysis,NA,,28,2,,,,,TSBA6.1,MIS MIDI,,"Sasser, 1990",0.5,2019-01-29 09:47:51
740,whole cell analysis,TSB,,30,4,9,,,,TSBA6,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
741,whole cell analysis,TSA,,,,,,,,TSBA 6.0,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
742,whole cell analysis,SSE/HD 1:10,,20,18,,,,,TSBA40,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
743,whole cell analysis,SSE/HD 1:10,,20,18,,,,,TSBA40,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
744,whole cell analysis,2216 E agar,,33,,,,,,TSBA40,MIS MIDI,,,1.0,2019-01-29 09:47:51
745,whole cell analysis,MA,,30,3,,,,,RTSBA6,MIS MIDI,,,0.5,2019-01-29 09:47:51
746,whole cell analysis,MA2216,,25,,,,,,TSBA6.1,MIS MIDI,,,1.0,2019-01-29 09:47:51
747,whole cell analysis,NA,,30,3,,,,,RTSBA6,MIS MIDI,,,,2019-01-29 09:47:51
748,whole cell analysis,NA,,28,3,,,,,TSBA40,MIS MIDI,,"Sasser, 1990",1.0,2019-01-29 09:47:51
749,whole cell analysis,MRS agar,,30,2,,,,,BHIBLA,MIS MIDI,,,1.0,2019-01-29 09:47:51
750,whole cell analysis,TS-medium,,28,3,,,,,TSBA40 4.10,MIS MIDI,,,,2019-01-29 09:47:51
751,whole cell analysis,R2A agar,,28,,,,,,TSBA60,MIS MIDI,,"Sasser, 1990",,2019-01-29 09:47:51
752,whole cell analysis,TSA,,28,3,,,,,TSBA6,MIS MIDI,,,,2019-01-29 09:47:51
753,whole cell analysis,MA with 5% (w/v) NaCl,,40,2,,,,,TSBA40,MIS MIDI,,,1.0,2019-01-29 09:47:51
754,whole cell analysis,R2A broth,,30,,,,,,TSBA6,MIS MIDI,,,0.5,2019-01-29 09:47:51
755,whole cell analysis,R2A broth,,30,,,,,,TSBA6,MIS MIDI,,,0.5,2019-01-29 09:47:51
756,whole cell analysis,R2A,,30,2,,,,,TSBA6.1,MIS MIDI,,,,2019-01-29 09:47:51
757,whole cell analysis,R2A,,30,2,,,,,TSBA6.1,MIS MIDI,,,,2019-01-29 09:47:51
758,whole cell analysis,R2A,,25,3,,,,,TSBA6,MIS MIDI,,,,2019-01-29 09:47:51
759,whole cell analysis,R2A,,25,3,,,,,RTSBA6,MIS MIDI,,,1.0,2019-01-29 09:47:51
760,whole cell analysis,ISP 2,,30,7,,,,,RTSBA6,MIS MIDI,,,,2019-01-29 09:47:51
761,whole cell analysis,marine agar 2216,agar,25,5,,,,Sherlock 6.2B,TSBA6,MIS MIDI,,"Sasser, 1990",0.5,2019-11-08 14:46:12
762,whole cell analysis,R2A agar,agar,30,3,,,,Sherlock 6.1,RTSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-11-08 14:46:12
763,whole cell analysis,DSMZ medium 931,,37,,9.0,,,,RTSBA6,MIS MIDI,,"Sasser, 1990",,2019-11-08 14:46:12
764,whole cell analysis,R2A agar,agar,20,3,,,,Sherlock 6.0,TSBA6,MIS MIDI,,"Sasser, 1990",0.5,2019-11-08 14:46:12
765,whole cell analysis,MAP plates,agar,28,,,,,Sherlock 6.0,,MIS MIDI,,,,2019-11-08 14:46:12
766,whole cell analysis,marine 2216,agar,30,2,,,,,RTSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-11-08 14:46:12
767,whole cell analysis,R2a agar,agar,28,2,,,,Sherlock 6.0B,TSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-11-08 14:46:12
768,whole cell analysis,R2A,agar,20,,,,,,TSBA 6.0,MIS MIDI,,"Sasser, 1990",1.0,2019-11-08 14:46:12
769,whole cell analysis,marine agar 2216,agar,37,3,,,,Sherlock 6.1,TSBA6,MIS MIDI,,"Minnikin, 1980",1.0,2019-11-08 14:46:12
770,whole cell analysis,,,,,,,,,,MIS MIDI,,Kämpfer & Kroppenstedt 1996,,2019-11-08 14:46:12
771,whole cell analysis,,,,,,,,,,MIS MIDI,,"Sasser, 1990",1.0,2019-11-08 14:46:12
772,whole cell analysis,,,,,,,,,,MIS MIDI,,,,2019-11-08 14:46:12
773,whole cell analysis,TYS broth,,25,3,,,,Sherlock 4.5,,MIS MIDI,,,1.0,2019-11-08 14:46:12
774,whole cell analysis,,,42,,,,,Sherlock 6.0,TSBA6,MIS MIDI,,,,2019-11-08 14:46:12
775,whole cell analysis,"bicarbonate-buffered, low-salt de?ned medium modi?ed for aerobic cultivation",,15,,7,,,Sherlock 6.0,TSBA6,MIS MIDI,,,,2019-11-08 14:46:12
776,whole cell analysis,R2A,agar,30,,,,,Sherlock 6.0,TSBA6,MIS MIDI,,"Sasser, 1990",1.0,2019-11-08 14:46:12
777,whole cell analysis,trypsin soy broth,,20,3,,,,Sherlock 4.5,TSBA40,MIS MIDI,,,1.0,2019-11-08 14:46:12
778,whole cell analysis,peptone yeast extract medium with glucose,,30,7,,anaerobic,,,TSBA6,MIS MIDI,,,0.5,2019-11-08 14:46:12
779,whole cell analysis,marine agar 2216,agar,13,3,,,,,TSBA 6.0,MIS MIDI,,,1.0,2019-11-08 14:46:12
780,whole cell analysis,trypticase soy yeast extract agar,agar,28,,,,,Sherlock 6.1,TSBA6,MIS MIDI,,,0.5,2019-11-08 14:46:12
781,whole cell analysis,2216 E agar,agar,30,2,,,,Sherlock 6.0,TSBA 6.0,MIS MIDI,,,1.0,2019-11-08 14:46:12
782,whole cell analysis,MD7H10 broth,,37,7,,,,Sherlock 4.5,Myco5,MIS MIDI,,,,2019-11-08 14:46:12
783,whole cell analysis,MD7H10 broth,,37,7,,,,Sherlock 4.5,Myco5,MIS MIDI,,,,2019-11-08 14:46:12
784,whole cell analysis,R2A,agar,28,3,,,,Sherlock 6.0B,TSBA6,MIS MIDI,,,0.2,2019-11-08 14:46:12
785,whole cell analysis,R2A agar,agar,28,,,,,Sherlock 6.0B,TSBA6,MIS MIDI,,,0.1,2019-11-08 14:46:12
786,whole cell analysis,R2A,,20,,,,,Sherlock 6.0,TSBA6,MIS MIDI,,,0.5,2019-11-08 14:46:12
787,whole cell analysis,R2A agar,agar,25,3,,,,,TSBA 6.0,MIS MIDI,,,1.0,2019-11-08 14:46:12
788,whole cell analysis,marine agar 2216,agar,25,3,,,,Sherlock 2.1,TSBA4.1,MIS MIDI,,,1.0,2019-11-08 14:46:12
789,whole cell analysis,R2A,agar,28,4,,,,,TSBA6,MIS MIDI,,,1.0,2019-11-08 14:46:12
790,whole cell analysis,marine agar,agar,30,,,,,Sherlock 6.1,RTSBA6,MIS MIDI,,,1.0,2019-11-08 14:46:12
791,whole cell analysis,marine agar supplemendted with 6 % (w/v) NaCl,agar,35,3,,,,Sherlock 4.5,TSBA40 4.10,MIS MIDI,,,1.0,2019-11-08 14:46:12
792,whole cell analysis,marine agar,agar,25,2,,,,Sherlock 6.0,RTSBA6.00,MIS MIDI,,,1.0,2019-11-08 14:46:12
793,whole cell analysis,R2A agar,agar,28,3,,,,Sherlock 4.5,TSBA40 4.10,MIS MIDI,,,1.0,2019-11-08 14:46:12
794,whole cell analysis,marine agar,agar,28,3,,,,Sherlock 4.5,TSBA40,MIS MIDI,,,0.5,2019-11-08 14:46:12
795,whole cell analysis,TSB,,30,2,,,,Sherlock 6.0B,TSBA6,MIS MIDI,,,1.0,2019-11-08 14:46:12
796,whole cell analysis,tryptic soy agar,agar,30,3,,,,Sherlock 6.1,TSBA6,MIS MIDI,,,0.5,2019-11-08 14:46:12
797,whole cell analysis,R2A,agar,30,2,,,,,TSBA60,MIS MIDI,,,0.5,2019-11-08 14:46:12
798,whole cell analysis,marine agar,agar,25,3.5,,,,Sherlock 6.2B,TSBA6,MIS MIDI,,,1.0,2019-11-08 14:46:12
799,whole cell analysis,basal medium containing fructose (1 g l-1) instead of glucose,,28,5,,,,Sherlock 6.0,TSBA6,MIS MIDI,,,1.0,2019-11-08 14:46:12
800,whole cell analysis,2216 E agar,agar,30,2,,,,Sherlock 6.0,TSBA 6.0,MIS MIDI,,,1.0,2019-11-08 14:46:12
801,whole cell analysis,R2A agar,agar,28,3,,,,,TSBA 5.0,MIS MIDI,,,,2019-11-08 14:46:12
802,whole cell analysis,216L medium,,25,3,,,,Sherlock 6.1,TSBA6.1,MIS MIDI,,,1.0,2019-11-08 14:46:12
803,whole cell analysis,SSE/HD 1:10 medium,liquid,28,8,,,,Sherlock 6.1,TSBA40,MIS MIDI,,,,2019-11-08 14:46:12
804,whole cell analysis,R2A agar,agar,20,2,,,,,TSBA6,MIS MIDI,,,0.5,2019-11-08 14:46:12
805,whole cell analysis,R2A,agar,45,3,,,,Sherlock 6.1,TSBA6,MIS MIDI,,,0.5,2019-11-08 14:46:12
806,whole cell analysis,R2A broth,,40,,,,,Sherlock 6.2B,TSBA6,MIS MIDI,,,1.0,2019-11-08 14:46:12
807,whole cell analysis,trypticase soy agar,agar,28,7,,,,Sherlock 6.1,TSBA6,MIS MIDI,,,0.1,2019-11-08 14:46:12
808,whole cell analysis,Marine agar 2216,,28,2,,,,Sherlock 6.0B,TSBA 6.0,MIS MIDI,,,0.5,2019-11-08 14:46:12
809,whole cell analysis,,liquid,28,5,,,,Sherlock 6.0,ACTIN1,MIS MIDI,,,1.0,2019-11-08 14:46:12
810,whole cell analysis,tryptic soy agar,agar,20,14,,,,Sherlock 6.2,TSBA6,MIS MIDI,,,1.0,2019-11-08 14:46:12
811,whole cell analysis,tryptic soy agar,agar,30,2,,,,Sherlock 6.0,TSBA6,MIS MIDI,,,,2019-11-08 14:46:12
812,whole cell analysis,marine agar 2216,agar,30,3,,,,Sherlock 6.0B,TSBA6,MIS MIDI,,,0.5,2019-11-08 14:46:12
813,whole cell analysis,tryptic soy broth,,30,,,,,,TSBA6,MIS MIDI,,,1.0,2019-11-08 14:46:12
